state,station_no,station_name,latitude,longitude,year,month,storage_percent_full,capacity_GL,owner
NT,NT003,NT West Dam #3,-22.122617,134.288273,2024,7,41.5,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2024,8,55.6,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2024,9,49.8,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2024,10,40.8,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2024,11,28.0,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2024,12,30.9,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,1,34.7,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,2,40.8,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,3,39.6,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,4,46.2,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,5,47.4,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,6,63.8,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,7,48.6,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,8,49.1,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,9,46.7,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,10,47.9,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,11,33.4,106.7,BoM
NT,NT003,NT West Dam #3,-22.122617,134.288273,2025,12,36.8,106.7,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,1,31.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,2,34.2,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,3,60.5,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,4,55.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,5,44.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,6,48.6,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,7,60.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,8,59.8,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,9,56.1,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,10,46.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,11,42.1,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2020,12,41.1,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,1,46.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,2,33.8,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,3,49.4,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,4,50.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,5,61.9,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,6,82.4,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,7,68.0,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,8,62.6,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,9,66.4,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,10,58.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,11,53.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2021,12,50.8,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,1,60.2,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,2,42.4,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,3,55.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,4,52.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,5,66.2,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,6,61.0,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,7,65.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,8,64.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,9,68.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,10,63.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,11,45.4,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2022,12,49.5,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,1,39.6,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,2,37.6,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,3,47.5,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,4,52.0,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,5,73.4,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,6,65.1,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,7,55.6,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,8,59.1,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,9,65.0,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,10,66.4,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,11,39.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2023,12,33.9,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,1,50.1,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,2,42.5,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,3,38.6,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,4,52.0,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,5,38.0,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,6,57.5,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,7,60.8,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,8,63.0,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,9,47.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,10,49.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,11,38.3,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2024,12,41.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,1,34.5,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,2,38.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,3,38.8,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,4,53.7,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,5,60.0,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,6,57.1,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,7,60.1,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,8,49.8,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,9,53.0,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,10,49.5,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,11,60.5,46.9,BoM
NT,NT004,NT Main Weir #4,-15.271093,129.993887,2025,12,34.5,46.9,BoM
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,1,44.0,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,2,46.7,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,3,50.3,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,4,40.7,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,5,57.1,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,6,60.4,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,7,71.8,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,8,63.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,9,56.4,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,10,52.7,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,11,54.4,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2020,12,43.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,1,47.0,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,2,50.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,3,61.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,4,64.2,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,5,66.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,6,71.0,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,7,67.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,8,68.7,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,9,62.2,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,10,59.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,11,64.3,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2021,12,46.1,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,1,49.1,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,2,47.0,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,3,49.4,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,4,62.1,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,5,64.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,6,82.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,7,71.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,8,79.6,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,9,74.0,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,10,62.0,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,11,70.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2022,12,56.2,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,1,58.3,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,2,58.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,3,56.7,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,4,63.7,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,5,68.0,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,6,61.0,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,7,69.6,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,8,74.3,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,9,73.4,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,10,54.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,11,57.4,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2023,12,51.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,1,43.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,2,47.7,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,3,50.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,4,57.5,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,5,67.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,6,67.6,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,7,66.1,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,8,74.1,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,9,65.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,10,53.7,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,11,41.9,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2024,12,39.6,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,1,50.8,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,2,42.8,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,3,44.2,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,4,50.7,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,5,56.1,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,6,69.0,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,7,64.3,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,8,55.6,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,9,60.4,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,10,56.6,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,11,47.3,41.7,NT - Power and Water
NT,NT005,NT Lower Dam #5,-16.076344,135.197685,2025,12,53.5,41.7,NT - Power and Water
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,1,40.9,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,2,51.3,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,3,51.1,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,4,49.9,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,5,71.0,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,6,66.6,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,7,71.5,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,8,69.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,9,63.0,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,10,71.9,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,11,54.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2020,12,42.0,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,1,55.6,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,2,62.4,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,3,66.2,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,4,61.5,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,5,78.6,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,6,66.1,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,7,84.9,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,8,68.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,9,71.7,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,10,74.4,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,11,63.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2021,12,64.3,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,1,63.7,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,2,69.1,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,3,71.4,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,4,67.3,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,5,78.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,6,69.5,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,7,79.7,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,8,83.6,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,9,75.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,10,72.7,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,11,63.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2022,12,68.2,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,1,55.6,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,2,54.6,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,3,66.4,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,4,57.6,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,5,74.0,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,6,68.4,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,7,83.7,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,8,73.1,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,9,71.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,10,68.5,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,11,49.5,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2023,12,53.5,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,1,57.3,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,2,57.6,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,3,57.7,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,4,52.9,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,5,69.6,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,6,74.0,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,7,71.3,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,8,77.0,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,9,61.9,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,10,58.0,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,11,41.1,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2024,12,57.9,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,1,53.9,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,2,43.3,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,3,46.5,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,4,56.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,5,71.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,6,68.9,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,7,67.2,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,8,64.7,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,9,60.7,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,10,50.4,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,11,49.8,44.7,BoM
QLD,QLD001,QLD Main Weir #1,-15.500902,141.439046,2025,12,47.0,44.7,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,1,56.3,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,2,50.5,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,3,55.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,4,64.5,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,5,58.7,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,6,71.4,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,7,71.4,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,8,72.0,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,9,67.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,10,75.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,11,51.6,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2020,12,48.6,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,1,54.7,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,2,56.4,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,3,59.6,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,4,75.5,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,5,81.9,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,6,73.6,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,7,73.4,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,8,79.9,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,9,70.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,10,72.2,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,11,64.6,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2021,12,50.7,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,1,69.7,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,2,72.5,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,3,61.7,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,4,68.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,5,77.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,6,81.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,7,84.4,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,8,91.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,9,74.4,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,10,65.6,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,11,57.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2022,12,57.4,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,1,56.2,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,2,68.5,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,3,58.3,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,4,67.8,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,5,71.3,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,6,82.2,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,7,91.6,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,8,71.9,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,9,68.5,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,10,72.7,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,11,65.5,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2023,12,68.8,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2024,1,54.9,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2024,2,50.6,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2024,3,60.0,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2024,4,68.1,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2024,5,71.3,72.0,BoM
QLD,QLD002,QLD Valley Reservoir #2,-11.435726,150.58152,2024,6,73.1,72.0,BoM
